country,sex,age,fatality,año,mes,shark_specimen,tipo_lesion,lugar_lesion
USA,M,unkwown,Desconocido,1900,09,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1900,09,others/unknown,others/unknown,tronco
USA,M,unkwown,N,1900,08,others/unknown,laceración,manos
CROATIA,M,unkwown,Y,1900,07,others/unknown,others/unknown,others/unknown
USA,M,unkwown,Desconocido,1900,07,others/unknown,others/unknown,pies
USA,Desconocido,unkwown,N,1900,07,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,N,1900,01,others/unknown,mordiscos,piernas
USA,M,unkwown,N,1900,00,others/unknown,others/unknown,piernas
SOUTH AFRICA,M,unkwown,N,1900,00,others/unknown,others/unknown,piernas
AUSTRALIA,M,unkwown,N,1899,12,others/unknown,mordiscos,piernas
PHILIPPINES,Desconocido,unkwown,Y,1899,11,others/unknown,others/unknown,others/unknown
AUSTRALIA,Desconocido,unkwown,N,1899,10,others/unknown,mordiscos,others/unknown
LIBYA,M,unkwown,N,1899,10,others/unknown,laceración,cabeza
LIBYA,M,unkwown,Y,1899,10,others/unknown,others/unknown,others/unknown
MEXICO,M,unkwown,Y,1899,09,others/unknown,others/unknown,others/unknown
USA,M,unkwown,Y,1899,08,others/unknown,others/unknown,others/unknown
USA,M,15,Y,1899,08,others/unknown,others/unknown,others/unknown
EGYPT ,M,9,N,1899,08,others/unknown,others/unknown,tronco
EGYPT ,M,19,N,1899,08,others/unknown,mordiscos,brazos
EGYPT,M,13,N,1899,08,others/unknown,mordiscos,piernas
BAHAMAS,M,unkwown,Y,1899,07,others/unknown,others/unknown,others/unknown
ITALY,M,unkwown,N,1899,06,others/unknown,others/unknown,others/unknown
NEW ZEALAND,M,unkwown,Desconocido,1899,06,others/unknown,others/unknown,others/unknown
PHILIPPINES,M,unkwown,Desconocido,1899,05,others/unknown,others/unknown,others/unknown
ITALY,M,unkwown,Y,1899,05,others/unknown,others/unknown,others/unknown
AUSTRALIA,F,13,Desconocido,1899,01,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,M,unkwown,N,1899,00,others/unknown,others/unknown,pies
USA,M,unkwown,N,1899,00,others/unknown,mordiscos,others/unknown
USA,M,unkwown,N,1899,00,others/unknown,mordiscos,piernas
AUSTRALIA,M,unkwown,Y,1898,12,others/unknown,others/unknown,others/unknown
USA,M,unkwown,Y,1898,10,others/unknown,others/unknown,others/unknown
others/unknown,M,unkwown,N,1898,09,others/unknown,laceración,manos
others/unknown,M,unkwown,N,1898,09,others/unknown,laceración,manos
WEST INDIES,M,unkwown,Y,1898,09,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1898,08,others/unknown,laceración,piernas
AUSTRALIA,M,unkwown,Desconocido,1898,07,others/unknown,others/unknown,others/unknown
YEMEN ,M,24,Y,1898,07,others/unknown,others/unknown,piernas
YEMEN ,M,22,Y,1898,07,others/unknown,others/unknown,others/unknown
CUBA,M,unkwown,Y,1898,07,others/unknown,others/unknown,others/unknown
NEW CALEDONIA,M,unkwown,Y,1898,06,others/unknown,others/unknown,others/unknown
FIJI,M,unkwown,N,1898,04,others/unknown,laceración,piernas
SRI LANKA,M,unkwown,Y,1898,01,others/unknown,others/unknown,others/unknown
CRETE,M,unkwown,Desconocido,1898,00,others/unknown,others/unknown,others/unknown
USA,M,15,N,1898,00,white,laceración,manos
CUBA,M,unkwown,Y,1898,00,others/unknown,others/unknown,others/unknown
JAMAICA,F,unkwown,N,1898,00,others/unknown,laceración,manos
CUBA,M,unkwown,Y,1898,00,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1898,00,others/unknown,laceración,others/unknown
YEMEN ,M,unkwown,Y,1898,00,others/unknown,others/unknown,others/unknown
USA,M,unkwown,Y,1898,00,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1897,12,others/unknown,mordiscos,piernas
MEXICO,M,unkwown,Desconocido,1897,10,others/unknown,others/unknown,others/unknown
MARSHALL ISLANDS,Desconocido,unkwown,Y,1897,10,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1897,09,others/unknown,laceración,manos
USA,M,unkwown,N,1897,09,others/unknown,laceración,piernas
SOUTH AFRICA,M,unkwown,Y,1897,07,others/unknown,others/unknown,others/unknown
YEMEN ,Desconocido,unkwown,Y,1897,06,others/unknown,others/unknown,others/unknown
others/unknown,M,unkwown,Y,1897,03,others/unknown,others/unknown,others/unknown
USA,M,unkwown,Y,1897,03,others/unknown,others/unknown,others/unknown
NEW ZEALAND,M,unkwown,N,1897,00,others/unknown,laceración,brazos
EGYPT,Desconocido,unkwown,Desconocido,1897,00,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,N,1896,12,others/unknown,mordiscos,others/unknown
NEW ZEALAND,M,26,Y,1896,12,others/unknown,others/unknown,brazos
NEW ZEALAND,M,unkwown,Y,1896,12,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,Y,1896,11,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,Y,1896,11,others/unknown,others/unknown,others/unknown
SRI LANKA,M,unkwown,N,1896,09,others/unknown,others/unknown,piernas
USA,M,35,Y,1896,07,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1896,06,others/unknown,laceración,piernas
AUSTRALIA,M,11,Y,1896,01,others/unknown,others/unknown,others/unknown
USA,M,unkwown,Y,1896,00,others/unknown,others/unknown,others/unknown
HAITI,M,15,N,1896,00,others/unknown,others/unknown,piernas
AUSTRALIA,M,14,Y,1895,12,others/unknown,others/unknown,others/unknown
BARBADOS,M,unkwown,N,1895,11,others/unknown,mordiscos,piernas
AUSTRALIA,M,unkwown,Y,1895,11,others/unknown,others/unknown,others/unknown
CUBA,M,unkwown,Desconocido,1895,09,others/unknown,others/unknown,others/unknown
YEMEN ,M,unkwown,Y,1895,09,others/unknown,others/unknown,others/unknown
USA,Desconocido,unkwown,N,1895,09,others/unknown,golpe,tronco
USA,M,26,Y,1895,08,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1895,08,others/unknown,mordiscos,brazos
JAPAN,M,unkwown,Y,1895,07,others/unknown,others/unknown,others/unknown
others/unknown,M,unkwown,N,1895,06,others/unknown,others/unknown,manos
AUSTRALIA,M,unkwown,Y,1895,06,others/unknown,others/unknown,others/unknown
BAHAMAS,M,unkwown,N,1895,05,others/unknown,mordiscos,pies
NEW ZEALAND,M,unkwown,Y,1895,05,others/unknown,mordiscos,piernas
SOUTH AFRICA,M,28,Y,1895,04,others/unknown,laceración,brazos
NEW ZEALAND,M,unkwown,N,1895,04,others/unknown,laceración,pies
INDONESIA,M,unkwown,Y,1895,03,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,13,N,1895,03,others/unknown,mordiscos,piernas
AUSTRALIA,M,14,Y,1895,02,others/unknown,others/unknown,others/unknown
PANAMA,M,unkwown,Y,1895,02,others/unknown,others/unknown,others/unknown
AUSTRALIA,Desconocido,unkwown,N,1895,00,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1894,12,others/unknown,mordiscos,piernas
AUSTRALIA,M,19,N,1894,11,others/unknown,others/unknown,brazos
USA,M,unkwown,Y,1894,10,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1894,09,others/unknown,laceración,piernas
FIJI,F,unkwown,N,1894,09,others/unknown,others/unknown,pies
USA,M,unkwown,N,1894,09,others/unknown,laceración,piernas
USA,F,unkwown,Desconocido,1894,08,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1894,08,others/unknown,laceración,piernas
FRANCE,M,unkwown,Y,1894,07,others/unknown,others/unknown,others/unknown
USA,M,unkwown,Desconocido,1894,06,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,M,unkwown,Y,1894,06,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1894,06,others/unknown,mordiscos,piernas
MEXICO,M,unkwown,Y,1894,06,others/unknown,others/unknown,others/unknown
BURMA,F,unkwown,Y,1894,04,others/unknown,others/unknown,others/unknown
BURMA,F,unkwown,Y,1894,04,others/unknown,others/unknown,others/unknown
INDIA,M,unkwown,Y,1893,10,others/unknown,others/unknown,others/unknown
CROATIA,Desconocido,unkwown,Desconocido,1893,10,others/unknown,others/unknown,others/unknown
PHILIPPINES,M,unkwown,Y,1893,07,others/unknown,others/unknown,others/unknown
NIGERIA,M,unkwown,Y,1893,06,others/unknown,others/unknown,others/unknown
LEBANON,M,unkwown,Y,1893,06,others/unknown,others/unknown,others/unknown
FIJI,F,unkwown,Y,1893,05,others/unknown,others/unknown,others/unknown
CUBA,M,unkwown,Y,1893,05,others/unknown,others/unknown,others/unknown
SOUTH ATLANTIC OCEAN,M,unkwown,N,1893,04,others/unknown,amputacion,piernas
AUSTRALIA,M,unkwown,N,1893,04,others/unknown,mordiscos,piernas
AUSTRALIA,M,unkwown,Desconocido,1893,04,others/unknown,others/unknown,others/unknown
NEW ZEALAND,M,unkwown,Y,1893,01,others/unknown,others/unknown,others/unknown
FRENCH POLYNESIA,M,unkwown,Y,1893,01,others/unknown,others/unknown,others/unknown
EGYPT,Desconocido,unkwown,Desconocido,1893,00,others/unknown,others/unknown,others/unknown
ATLANTIC OCEAN,M,15,Y,1892,12,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,N,1892,11,others/unknown,laceración,brazos
AUSTRALIA,F,unkwown,N,1892,11,others/unknown,others/unknown,piernas
USA,M,unkwown,N,1892,09,others/unknown,mordiscos,manos
FRANCE,Desconocido,unkwown,Desconocido,1892,06,others/unknown,others/unknown,others/unknown
CUBA,M,unkwown,Y,1892,06,others/unknown,others/unknown,others/unknown
NEW ZEALAND,M,unkwown,N,1892,05,others/unknown,others/unknown,piernas
BAHAMAS,M,unkwown,Y,1892,04,others/unknown,others/unknown,piernas
PACIFIC OCEAN,M,unkwown,Y,1892,03,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,21,N,1892,03,others/unknown,laceración,piernas
AUSTRALIA,M,unkwown,Y,1892,00,others/unknown,mordiscos,others/unknown
AUSTRALIA,M,unkwown,N,1891,12,others/unknown,others/unknown,pies
NEW ZEALAND,M,unkwown,N,1891,12,others/unknown,mordiscos,manos
MARTINIQUE,M,unkwown,N,1891,11,others/unknown,others/unknown,others/unknown
KIRIBATI,Desconocido,unkwown,Y,1891,09,others/unknown,others/unknown,piernas
CANADA,M,unkwown,Y,1891,08,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1891,08,others/unknown,others/unknown,others/unknown
USA,M,unkwown,Desconocido,1891,06,others/unknown,others/unknown,others/unknown
PARAGUAY,Desconocido,unkwown,Y,1891,03,others/unknown,others/unknown,others/unknown
JAMAICA,M,unkwown,Y,1891,01,others/unknown,others/unknown,others/unknown
AUSTRALIA,Desconocido,unkwown,Desconocido,1890,12,others/unknown,others/unknown,others/unknown
BRITISH NEW GUINEA,M,18,N,1890,12,others/unknown,mordiscos,brazos
ATLANTIC OCEAN,M,unkwown,Y,1890,10,others/unknown,others/unknown,others/unknown
USA,Desconocido,unkwown,N,1890,08,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1890,08,others/unknown,laceración,brazos
SAMOA,M,unkwown,N,1890,08,others/unknown,others/unknown,piernas
CROATIA,M,unkwown,N,1890,06,others/unknown,others/unknown,piernas
PERSIAN GULF,M,unkwown,N,1890,06,others/unknown,laceración,pies
EGYPT,M,unkwown,Y,1890,06,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,M,unkwown,Desconocido,1890,05,others/unknown,others/unknown,tronco
CEYLON,M,unkwown,Y,1890,03,others/unknown,others/unknown,others/unknown
MALTA,M,unkwown,Y,1890,02,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,N,1890,00,sevengill,mordiscos,piernas
INDIA,M,unkwown,Desconocido,1890,00,others/unknown,others/unknown,others/unknown
INDIA,M,unkwown,Desconocido,1890,00,others/unknown,others/unknown,others/unknown
NEW ZEALAND,M,unkwown,Y,1890,00,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,M,unkwown,Y,1890,00,others/unknown,mordiscos,piernas
GREECE,Desconocido,unkwown,Desconocido,1889,11,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,Y,1889,11,others/unknown,others/unknown,others/unknown
USA,M,unkwown,Desconocido,1889,11,others/unknown,others/unknown,others/unknown
INDIA,M,unkwown,Y,1889,10,others/unknown,others/unknown,others/unknown
USA,M,unkwown,Y,1889,07,others/unknown,mordiscos,piernas
USA,M,unkwown,N,1889,07,others/unknown,mordiscos,piernas
AUSTRALIA,M,unkwown,Y,1889,07,others/unknown,others/unknown,others/unknown
USA,Desconocido,unkwown,N,1889,01,others/unknown,others/unknown,others/unknown
SIERRA LEONE,M,unkwown,Y,1889,01,others/unknown,others/unknown,others/unknown
INDIAN OCEAN,M,unkwown,N,1888,12,others/unknown,others/unknown,pies
AUSTRALIA,M,11,Y,1888,12,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,Y,1888,12,others/unknown,others/unknown,others/unknown
CROATIA,Desconocido,unkwown,Y,1888,10,others/unknown,others/unknown,others/unknown
CANADA,M,unkwown,Y,1888,08,others/unknown,others/unknown,others/unknown
USA,Desconocido,unkwown,N,1888,08,others/unknown,others/unknown,others/unknown
JAMAICA,M,unkwown,Desconocido,1888,07,others/unknown,others/unknown,others/unknown
INDIA,M,unkwown,Y,1888,07,others/unknown,others/unknown,others/unknown
CROATIA,Desconocido,unkwown,Desconocido,1888,07,others/unknown,others/unknown,others/unknown
AUSTRALIA,Desconocido,unkwown,N,1888,06,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,Desconocido,1888,06,others/unknown,others/unknown,others/unknown
NEW ZEALAND,M,unkwown,N,1888,02,others/unknown,laceración,brazos
AUSTRALIA,M,unkwown,N,1888,01,others/unknown,mordiscos,others/unknown
SOUTH AFRICA,M,unkwown,Y,1888,02,others/unknown,others/unknown,others/unknown
LIBYA,M,unkwown,N,1888,00,others/unknown,laceración,manos
HONDURAS,M,33,Y,1887,12,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,Y,1887,12,others/unknown,others/unknown,others/unknown
USA,M,unkwown,Y,1887,10,others/unknown,others/unknown,others/unknown
BAHAMAS,M,unkwown,Y,1887,10,others/unknown,others/unknown,others/unknown
ITALY,M,unkwown,N,1887,09,others/unknown,others/unknown,piernas
CROATIA,Desconocido,unkwown,Desconocido,1887,09,others/unknown,others/unknown,others/unknown
others/unknown,M,unkwown,Y,1887,07,others/unknown,others/unknown,others/unknown
AUSTRALIA,Desconocido,unkwown,N,1887,03,others/unknown,others/unknown,others/unknown
NEW ZEALAND,M,unkwown,Y,1887,02,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,Desconocido,unkwown,N,1887,02,others/unknown,mordiscos,tronco
BRAZIL,M,unkwown,Y,1887,01,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,M,13,Y,1887,01,others/unknown,mordiscos,piernas
OCEAN,M,unkwown,N,1887,00,others/unknown,others/unknown,pies
USA,M,unkwown,N,1886,08,others/unknown,others/unknown,others/unknown
USA,Desconocido,unkwown,N,1886,08,others/unknown,mordiscos,others/unknown
USA,M,unkwown,N,1886,08,others/unknown,golpe,others/unknown
AUSTRALIA,M,18,Y,1886,06,others/unknown,others/unknown,others/unknown
USA,F,unkwown,Desconocido,1886,06,others/unknown,mordiscos,tronco
NEW CALEDONIA,M,unkwown,Y,1886,05,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,N,1886,04,others/unknown,mordiscos,manos
NEW ZEALAND,M,unkwown,Desconocido,1886,04,others/unknown,others/unknown,others/unknown
NEW ZEALAND,M,unkwown,Desconocido,1886,03,others/unknown,others/unknown,piernas
AUSTRALIA,M,unkwown,Desconocido,1886,03,others/unknown,others/unknown,tronco
AUSTRALIA,M,unkwown,N,1886,02,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,M,unkwown,N,1886,01,others/unknown,mordiscos,piernas
AUSTRALIA,M,unkwown,N,1886,01,others/unknown,mordiscos,pies
SOUTH AFRICA,M,unkwown,Y,1886,01,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,N,1886,00,others/unknown,others/unknown,piernas
AUSTRALIA,Desconocido,unkwown,N,1885,11,others/unknown,mordiscos,others/unknown
AUSTRALIA,M,unkwown,N,1885,11,others/unknown,laceración,piernas
ATLANTIC OCEAN,M,unkwown,Y,1885,08,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1885,07,others/unknown,others/unknown,brazos
USA,M,unkwown,N,1885,07,others/unknown,laceración,tronco
USA,M,unkwown,Y,1885,07,others/unknown,others/unknown,others/unknown
others/unknown,M,unkwown,Y,1885,04,others/unknown,others/unknown,others/unknown
NEW ZEALAND,M,unkwown,N,1885,04,others/unknown,laceración,piernas
SOUTH AFRICA,M,unkwown,N,1885,03,others/unknown,mordiscos,others/unknown
AUSTRALIA,M,unkwown,Y,1884,12,others/unknown,others/unknown,others/unknown
FRANCE,F,unkwown,Y,1884,12,others/unknown,others/unknown,piernas
USA,M,unkwown,N,1884,08,others/unknown,mordiscos,manos
USA,M,unkwown,Desconocido,1884,08,others/unknown,others/unknown,others/unknown
BRAZIL,M,unkwown,Y,1884,04,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,M,unkwown,Y,1884,01,others/unknown,others/unknown,others/unknown
AUSTRALIA,F,unkwown,Y,1884,01,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,21,Y,1883,12,others/unknown,others/unknown,others/unknown
USA,M,unkwown,Y,1883,12,others/unknown,others/unknown,others/unknown
URUGUAY,M,unkwown,Y,1883,10,others/unknown,others/unknown,others/unknown
USA,M,unkwown,Y,1883,10,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,Y,1883,09,others/unknown,others/unknown,others/unknown
GEORGIA,M,unkwown,N,1883,07,others/unknown,others/unknown,piernas
AUSTRALIA,M,unkwown,N,1883,02,others/unknown,others/unknown,brazos
AUSTRALIA,M,unkwown,Y,1883,02,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,37,Y,1883,01,others/unknown,others/unknown,others/unknown
PACIFIC OCEAN,M,unkwown,Y,1883,00,others/unknown,others/unknown,others/unknown
USA,M,unkwown,Y,1883,00,others/unknown,others/unknown,others/unknown
USA,M,unkwown,Desconocido,1883,00,others/unknown,others/unknown,tronco
USA,M,unkwown,Y,1883,00,others/unknown,others/unknown,others/unknown
NEW ZEALAND,M,unkwown,N,1882,12,others/unknown,others/unknown,manos
NEW ZEALAND,M,unkwown,N,1882,11,others/unknown,mordiscos,pies
NEW ZEALAND,M,unkwown,N,1882,11,others/unknown,laceración,piernas
JAPAN,M,unkwown,N,1882,09,others/unknown,laceración,piernas
AUSTRALIA,M,unkwown,N,1882,05,others/unknown,laceración,piernas
AUSTRALIA,M,unkwown,Y,1882,05,others/unknown,mordiscos,tronco
AUSTRALIA,M,unkwown,Y,1882,04,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,Y,1882,02,others/unknown,mordiscos,piernas
AUSTRALIA,M,unkwown,Y,1882,01,others/unknown,others/unknown,others/unknown
ATLANTIC OCEAN,M,unkwown,Y,1882,01,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1882,00,others/unknown,golpe,others/unknown
AUSTRALIA,M,unkwown,N,1882,00,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,Desconocido,1881,11,others/unknown,others/unknown,others/unknown
USA,M,18,Desconocido,1881,10,others/unknown,others/unknown,others/unknown
USA,M,unkwown,Y,1881,09,others/unknown,mordiscos,others/unknown
others/unknown,M,20,Y,1881,08,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1881,08,others/unknown,others/unknown,others/unknown
others/unknown,M,unkwown,N,1881,06,others/unknown,others/unknown,others/unknown
USA,M,23,Y,1881,06,others/unknown,others/unknown,others/unknown
INDIA,Desconocido,unkwown,Y,1881,00,others/unknown,mordiscos,others/unknown
ITALY,M,unkwown,N,1881,00,white,others/unknown,others/unknown
AUSTRALIA,M,12,Y,1880,11,bull,mordiscos,pies
AUSTRALIA,M,unkwown,Y,1880,10,others/unknown,others/unknown,others/unknown
MOZAMBIQUE,M,unkwown,Y,1880,08,others/unknown,others/unknown,piernas
USA,M,unkwown,N,1880,07,others/unknown,mordiscos,others/unknown
INDIA,M,20,N,1880,05,others/unknown,others/unknown,piernas
INDIA,F,60,N,1880,05,others/unknown,laceración,piernas
MEXICO,M,unkwown,Desconocido,1880,05,others/unknown,others/unknown,others/unknown
INDIA,M,unkwown,Y,1880,05,others/unknown,mordiscos,brazos
INDIA,M,11,Y,1880,05,others/unknown,others/unknown,piernas
AUSTRALIA,Desconocido,unkwown,N,1880,01,others/unknown,golpe,others/unknown
AUSTRALIA,F,13,N,1880,01,others/unknown,laceración,piernas
SYRIA,M,unkwown,Desconocido,1880,00,others/unknown,others/unknown,others/unknown
USA,M,unkwown,Desconocido,1880,00,others/unknown,others/unknown,tronco
SOLOMON ISLANDS,M,unkwown,N,1880,00,others/unknown,others/unknown,piernas
NEW ZEALAND,M,unkwown,N,1880,00,others/unknown,others/unknown,others/unknown
INDIA,M,23,Y,1879,12,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,N,1879,11,others/unknown,mordiscos,piernas
SPAIN,Desconocido,unkwown,N,1879,09,others/unknown,mordiscos,others/unknown
FIJI,M,unkwown,N,1879,08,others/unknown,mordiscos,pies
USA,M,unkwown,N,1879,07,others/unknown,others/unknown,others/unknown
NEW ZEALAND,M,19,Y,1879,03,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,Desconocido,1879,03,others/unknown,others/unknown,others/unknown
USA,M,unkwown,Y,1879,00,tiger,others/unknown,others/unknown
AUSTRALIA,M,unkwown,N,1878,11,others/unknown,laceración,piernas
INDONESIA,M,22,Y,1878,10,others/unknown,others/unknown,others/unknown
