country,sex,age,fatality,año,mes,shark_specimen,tipo_lesion,lugar_lesion
USA,Desconocido,unkwown,Desconocido,1975,10,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,M,21,N,1975,09,others/unknown,laceración,pies
SOUTH AFRICA,M,19,N,1975,08,white,mordiscos,piernas
USA,M,20,N,1975,08,others/unknown,mordiscos,piernas
USA,M,44,N,1975,08,white,laceración,tronco
HONG KONG,M,24,N,1975,08,others/unknown,mordiscos,piernas
USA,F,62,Y,1975,07,others/unknown,mordiscos,piernas
AUSTRALIA,M,37,Y,1975,07,white,others/unknown,others/unknown
USA,M,24,N,1975,07,others/unknown,laceración,brazos
AUSTRALIA,M,21,N,1975,07,others/unknown,mordiscos,piernas
USA,M,23,N,1975,07,white,mordiscos,piernas
USA,M,34,N,1975,07,white,others/unknown,others/unknown
USA,F,14,N,1975,07,others/unknown,laceración,brazos
AUSTRALIA,M,29,N,1975,07,whaler,mordiscos,tronco
USA,M,16,N,1975,07,others/unknown,mordiscos,pies
USA,M,18,N,1975,06,others/unknown,laceración,pies
USA,F,15,N,1975,06,others/unknown,mordiscos,manos
USA,M,27,N,1975,06,others/unknown,mordiscos,piernas
USA,M,20,N,1975,06,others/unknown,golpe,others/unknown
USA,M,unkwown,N,1975,06,others/unknown,others/unknown,others/unknown
USA,M,17,N,1975,05,others/unknown,mordiscos,pies
USA,F,10,N,1975,05,others/unknown,mordiscos,piernas
ITALY,M,37,Desconocido,1975,04,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,M,unkwown,Desconocido,1975,04,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,M,unkwown,N,1975,04,white,golpe,others/unknown
SOUTH AFRICA,M,unkwown,Desconocido,1975,03,others/unknown,others/unknown,others/unknown
AUSTRALIA,F,unkwown,N,1975,03,others/unknown,mordiscos,manos
USA,M,14,N,1975,03,others/unknown,mordiscos,piernas
AUSTRALIA,Desconocido,18,N,1975,03,whaler,laceración,piernas
SOUTH AFRICA,M,unkwown,N,1975,03,others/unknown,mordiscos,piernas
BANGLADESH,Desconocido,unkwown,Y,1975,03,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,M,16,N,1975,02,others/unknown,others/unknown,pies
SOUTH AFRICA,Desconocido,unkwown,N,1975,02,mako,mordiscos,others/unknown
AUSTRALIA,M,12,Y,1975,02,white,others/unknown,piernas
AUSTRALIA,M,45,N,1975,02,others/unknown,herida,tronco
AUSTRALIA,M,unkwown,N,1975,02,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,M,12,N,1975,02,others/unknown,mordiscos,pies
AUSTRALIA,M,17,Y,1975,01,others/unknown,others/unknown,tronco
BERMUDA,M,25,N,1975,00,blue,laceración,pies
REUNION,M,unkwown,Y,1975,00,others/unknown,others/unknown,others/unknown
AUSTRALIA,Desconocido,32,N,1974,12,others/unknown,others/unknown,others/unknown
USA,M,24,N,1974,11,others/unknown,laceración,pies
USA,M,17,N,1974,09,white,mordiscos,piernas
USA,M,29,N,1974,09,white,others/unknown,others/unknown
ISRAEL,F,20,N,1974,09,mako,mordiscos,piernas
USA,M,41,N,1974,09,white,others/unknown,manos
USA,M,48,N,1974,09,white,mordiscos,pies
AUSTRALIA,M,30,N,1974,09,others/unknown,others/unknown,others/unknown
USA,M,24,N,1974,09,white,others/unknown,others/unknown
HONG KONG,M,22,N,1974,08,others/unknown,others/unknown,others/unknown
HONG KONG,M,unkwown,Y,1974,08,others/unknown,others/unknown,others/unknown
HONG KONG,M,19,N,1974,08,others/unknown,laceración,brazos
HONG KONG,M,18,N,1974,08,others/unknown,mordiscos,pies
CROATIA,M,21,Y,1974,08,white,others/unknown,pies
USA,M,unkwown,N,1974,08,white,others/unknown,manos
USA,M,36,N,1974,07,white,mordiscos,pies
USA,M,17,Y,1974,07,others/unknown,others/unknown,others/unknown
USA,M,10,Y,1974,07,others/unknown,mordiscos,brazos
USA,F,61,N,1974,06,others/unknown,laceración,piernas
USA,M,45,N,1974,05,white,mordiscos,piernas
BRAZIL,M,unkwown,Y,1974,04,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,M,22,N,1974,04,raggedtooth,laceración,piernas
SOUTH AFRICA,M,19,N,1974,04,others/unknown,laceración,piernas
USA,F,11,N,1974,04,others/unknown,mordiscos,pies
SOUTH AFRICA,M,17,N,1974,04,dusky,laceración,pies
SOUTH AFRICA,M,21,N,1974,03,others/unknown,mordiscos,others/unknown
SOUTH AFRICA,Desconocido,unkwown,N,1974,03,white,others/unknown,others/unknown
SOUTH AFRICA,M,14,N,1974,02,others/unknown,amputacion,piernas
SOUTH AFRICA,M,19,N,1974,02,others/unknown,laceración,others/unknown
SOUTH AFRICA,Desconocido,unkwown,N,1974,02,white,others/unknown,others/unknown
SOUTH AFRICA,Desconocido,unkwown,N,1974,02,white,mordiscos,others/unknown
SOUTH AFRICA,M,42,N,1974,01,raggedtooth,laceración,pies
AUSTRALIA,M,26,Y,1974,01,white,others/unknown,piernas
SOUTH AFRICA,M,33,N,1974,01,others/unknown,laceración,piernas
MOZAMBIQUE,M,unkwown,Y,1974,01,others/unknown,others/unknown,others/unknown
MOZAMBIQUE,M,32,Y,1974,01,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,N,1974,00,whaler,others/unknown,piernas
CROATIA,Desconocido,unkwown,Y,1974,00,others/unknown,others/unknown,others/unknown
MOZAMBIQUE,M,41,N,1973,12,others/unknown,others/unknown,piernas
MOZAMBIQUE,M,20,Y,1973,12,others/unknown,others/unknown,others/unknown
PHILIPPINES,M,19,Y,1973,12,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1973,12,others/unknown,mordiscos,piernas
MEXICO,M,25,Y,1973,12,others/unknown,others/unknown,others/unknown
AUSTRALIA,Desconocido,unkwown,N,1973,11,others/unknown,others/unknown,others/unknown
USA,M,13,N,1973,11,others/unknown,mordiscos,pies
AUSTRALIA,M,unkwown,N,1973,11,others/unknown,laceración,piernas
SOUTH AFRICA,M,unkwown,Y,1973,09,others/unknown,mordiscos,piernas
BAHAMAS,M,11,N,1973,09,bull,laceración,brazos
HONG KONG,M,20,Y,1973,09,others/unknown,others/unknown,others/unknown
MEXICO,M,37,Y,1973,09,white,mordiscos,piernas
EGYPT,M,unkwown,N,1973,09,tiger,others/unknown,piernas
AUSTRALIA,Desconocido,21,Desconocido,1973,08,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,16,N,1973,08,others/unknown,others/unknown,pies
USA,M,17,N,1973,08,blacktip,mordiscos,brazos
HONG KONG,M,unkwown,N,1973,06,others/unknown,others/unknown,others/unknown
MEXICO,M,45,Y,1973,04,others/unknown,mordiscos,others/unknown
AUSTRALIA,M,unkwown,N,1973,03,others/unknown,others/unknown,others/unknown
MOZAMBIQUE,M,28,Y,1973,03,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,M,26,N,1973,03,blacktip,others/unknown,tronco
MEXICO,Desconocido,57,Y,1973,02,others/unknown,mordiscos,others/unknown
SOUTH AFRICA,M,unkwown,N,1973,01,others/unknown,mordiscos,brazos
USA,M,unkwown,N,1973,01,others/unknown,mordiscos,piernas
PALAU,M,unkwown,N,1973,00,tiger,others/unknown,others/unknown
PALAU,M,unkwown,N,1973,00,reef,laceración,tronco
SOUTH AFRICA,M,13,N,1973,00,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,M,29,N,1972,12,others/unknown,mordiscos,piernas
MOZAMBIQUE,M,25,N,1972,12,others/unknown,mordiscos,piernas
MEXICO,M,17,Y,1972,12,others/unknown,mordiscos,piernas
SOUTH AFRICA,M,unkwown,N,1972,12,white,mordiscos,others/unknown
AUSTRALIA,M,unkwown,N,1972,12,others/unknown,mordiscos,manos
AUSTRALIA,Desconocido,24,N,1972,12,others/unknown,others/unknown,others/unknown
REUNION,Desconocido,unkwown,Y,1972,12,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,24,N,1972,10,others/unknown,mordiscos,brazos
AUSTRALIA,M,19,N,1972,10,whaler,laceración,piernas
USA,M,unkwown,Y,1972,10,white,others/unknown,tronco
USA,M,17,N,1972,10,others/unknown,others/unknown,others/unknown
NEW ZEALAND,M,17,N,1972,10,others/unknown,others/unknown,piernas
USA,M,unkwown,N,1972,09,white,mordiscos,piernas
MOZAMBIQUE,F,20,Desconocido,1972,09,others/unknown,others/unknown,pies
USA,M,15,N,1972,08,others/unknown,mordiscos,piernas
USA,M,unkwown,N,1972,08,others/unknown,mordiscos,brazos
AUSTRALIA,M,45,N,1972,08,white,mordiscos,pies
USA,Desconocido,unkwown,Desconocido,1972,07,others/unknown,mordiscos,piernas
AUSTRALIA,M,unkwown,Y,1972,06,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,Y,1972,06,others/unknown,others/unknown,others/unknown
USA,M,22,N,1972,06,others/unknown,mordiscos,others/unknown
USA,M,32,N,1972,05,white,mordiscos,piernas
FRENCH POLYNESIA,M,27,N,1972,05,reef,mordiscos,piernas
WESTERN SAMOA,M,25,Y,1972,04,tiger,others/unknown,others/unknown
AUSTRALIA,F,unkwown,N,1972,04,others/unknown,mordiscos,piernas
MOZAMBIQUE,M,19,Y,1972,04,others/unknown,others/unknown,others/unknown
PACIFIC OCEAN ,M,33,N,1972,03,others/unknown,mordiscos,brazos
USA,M,unkwown,N,1972,03,others/unknown,mordiscos,piernas
AUSTRALIA,M,18,N,1972,02,others/unknown,laceración,piernas
AUSTRALIA,Desconocido,unkwown,N,1972,02,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,M,20,Y,1972,01,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,F,30,N,1972,01,zambesi,mordiscos,pies
MOZAMBIQUE,M,24,N,1972,01,white,laceración,piernas
FRANCE,Desconocido,unkwown,N,1972,00,white,others/unknown,tronco
MARSHALL ISLANDS,M,unkwown,N,1972,00,reef,laceración,tronco
AUSTRALIA,Desconocido,22,N,1971,12,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,F,16,N,1971,12,white,mordiscos,brazos
AUSTRALIA,M,20,Y,1971,12,others/unknown,others/unknown,others/unknown
HONG KONG,M,20,N,1971,11,others/unknown,mordiscos,piernas
AUSTRALIA,Desconocido,20,N,1971,11,others/unknown,others/unknown,others/unknown
USA,M,18,N,1971,10,others/unknown,mordiscos,tronco
SOUTH AFRICA,M,25,N,1971,10,others/unknown,laceración,manos
USA,M,30,N,1971,10,white,mordiscos,piernas
USA,Desconocido,17,N,1971,09,others/unknown,others/unknown,pies
CROATIA,M,34,Y,1971,09,white,others/unknown,others/unknown
AUSTRALIA,M,51,Y,1971,09,others/unknown,mordiscos,others/unknown
AUSTRALIA,M,26,N,1971,08,nurse,herida,piernas
USA,M,8,N,1971,07,others/unknown,laceración,pies
USA,M,unkwown,N,1971,07,white,others/unknown,tronco
SOUTH AFRICA,M,21,N,1971,06,white,mordiscos,piernas
BRITISH ISLES,M,32,N,1971,06,others/unknown,others/unknown,others/unknown
KENYA,M,16,N,1971,04,others/unknown,mordiscos,pies
SOUTH AFRICA,M,50,Y,1971,04,white,mordiscos,others/unknown
MEXICO,M,19,Y,1971,04,others/unknown,mordiscos,piernas
VENEZUELA,M,14,Y,1971,04,others/unknown,others/unknown,tronco
VENEZUELA,M,66,Y,1971,04,others/unknown,others/unknown,tronco
MOZAMBIQUE,Desconocido,unkwown,Y,1971,04,others/unknown,others/unknown,others/unknown
NEW ZEALAND,M,16,N,1971,03,white,laceración,piernas
AUSTRALIA,M,unkwown,N,1971,01,others/unknown,laceración,tronco
AUSTRALIA,M,15,N,1971,00,white,laceración,piernas
IRAN,M,unkwown,N,1971,00,others/unknown,others/unknown,others/unknown
IRAN,M,unkwown,N,1971,00,others/unknown,others/unknown,others/unknown
MOZAMBIQUE,M,18,Y,1970,12,others/unknown,others/unknown,brazos
MOZAMBIQUE,M,20,Y,1970,12,others/unknown,others/unknown,brazos
MICRONESIA,M,unkwown,N,1970,12,others/unknown,laceración,piernas
USA,M,41,N,1970,12,others/unknown,laceración,piernas
others/unknown,M,unkwown,N,1970,11,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1970,10,others/unknown,mordiscos,tronco
USA,M,unkwown,N,1970,10,others/unknown,mordiscos,piernas
MICRONESIA,M,43,N,1970,09,others/unknown,laceración,tronco
PALAU,M,20,N,1970,09,others/unknown,mordiscos,others/unknown
USA,M,18,N,1970,09,others/unknown,laceración,pies
AUSTRALIA,M,20,N,1970,09,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1970,09,others/unknown,laceración,pies
USA,M,unkwown,N,1970,09,others/unknown,others/unknown,piernas
others/unknown,Desconocido,unkwown,Desconocido,1970,08,others/unknown,others/unknown,others/unknown
others/unknown,M,unkwown,N,1970,07,mako,others/unknown,manos
USA,M,13,N,1970,06,others/unknown,mordiscos,piernas
SOUTH AFRICA,M,25,N,1970,06,raggedtooth,laceración,piernas
GRENADA,M,16,Y,1970,06,others/unknown,others/unknown,piernas
GRENADA,M,18,Y,1970,06,others/unknown,others/unknown,tronco
PHILIPPINES,Desconocido,unkwown,Y,1970,06,others/unknown,others/unknown,others/unknown
GRENADA,M,14,Y,1970,04,others/unknown,others/unknown,tronco
others/unknown,M,unkwown,N,1970,04,wobbegong,laceración,brazos
SOLOMON ISLANDS,M,unkwown,Desconocido,1970,04,wobbegong,others/unknown,others/unknown
USA,M,unkwown,Desconocido,1970,03,others/unknown,others/unknown,tronco
USA,M,19,N,1970,03,others/unknown,laceración,piernas
others/unknown,F,8,N,1970,02,others/unknown,laceración,piernas
MOZAMBIQUE,M,14,N,1970,01,others/unknown,laceración,brazos
MOZAMBIQUE,M,16,N,1970,01,zambesi,others/unknown,piernas
MOZAMBIQUE,M,12,N,1970,01,zambesi,mordiscos,piernas
MOZAMBIQUE,M,10,N,1970,01,zambesi,others/unknown,piernas
EGYPT,M,unkwown,Y,1970,01,others/unknown,others/unknown,others/unknown
MEXICO,M,22,N,1970,01,others/unknown,mordiscos,piernas
ENGLAND,M,unkwown,N,1970,01,blue,mordiscos,piernas
PAPUA NEW GUINEA,M,15,N,1970,01,others/unknown,laceración,tronco
SRI LANKA,M,unkwown,N,1970,00,others/unknown,others/unknown,others/unknown
SPAIN,M,unkwown,N,1970,00,blue,others/unknown,others/unknown
ITALY,M,unkwown,N,1970,00,white,others/unknown,others/unknown
CROATIA,M,unkwown,Desconocido,1970,00,white,others/unknown,others/unknown
IRAQ,F,28,N,1970,00,others/unknown,others/unknown,manos
IRAQ,F,25,N,1970,00,others/unknown,others/unknown,pies
IRAQ,M,35,Y,1970,00,others/unknown,others/unknown,piernas
IRAQ,M,35,N,1970,00,others/unknown,mordiscos,manos
AUSTRALIA,M,15,N,1969,11,others/unknown,laceración,piernas
USA,M,unkwown,N,1969,11,others/unknown,mordiscos,piernas
AUSTRALIA,M,27,N,1969,11,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1969,10,white,others/unknown,others/unknown
USA,M,53,N,1969,09,white,mordiscos,piernas
USA,M,unkwown,N,1969,08,others/unknown,laceración,piernas
USA,M,28,N,1969,08,others/unknown,mordiscos,piernas
USA,M,15,N,1969,08,others/unknown,laceración,piernas
USA,M,13,N,1969,08,others/unknown,laceración,piernas
others/unknown,M,25,N,1969,08,others/unknown,laceración,others/unknown
ENGLAND,M,unkwown,N,1969,07,others/unknown,laceración,brazos
USA,M,13,N,1969,07,nurse,others/unknown,cabeza
USA,M,unkwown,N,1969,07,white,mordiscos,pies
USA,M,22,Desconocido,1969,06,others/unknown,others/unknown,others/unknown
JAMAICA,M,27,N,1969,06,others/unknown,laceración,others/unknown
USA,M,8,N,1969,06,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1969,05,others/unknown,laceración,pies
USA,M,23,N,1969,05,nurse,laceración,others/unknown
DOMINICAN REPUBLIC,M,18,Desconocido,1969,05,others/unknown,others/unknown,others/unknown
AUSTRALIA,Desconocido,unkwown,N,1969,05,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,Desconocido,1969,04,others/unknown,others/unknown,others/unknown
USA,M,45,N,1969,04,lemon,laceración,pies
AUSTRALIA,M,65,N,1969,03,mako,laceración,pies
USA,M,16,N,1969,03,white,mordiscos,piernas
AUSTRALIA,M,49,N,1969,02,others/unknown,laceración,manos
AUSTRALIA,M,52,Desconocido,1969,02,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,21,N,1969,01,others/unknown,laceración,piernas
AUSTRALIA,M,unkwown,N,1969,01,others/unknown,others/unknown,others/unknown
BAHAMAS,Desconocido,unkwown,N,1969,00,others/unknown,mordiscos,others/unknown
SOUTH AFRICA,M,unkwown,Desconocido,1968,12,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,27,N,1968,12,nurse,laceración,manos
NEW ZEALAND,M,17,N,1968,12,white,mordiscos,brazos
AUSTRALIA,M,unkwown,N,1968,12,white,others/unknown,others/unknown
SOUTH AFRICA,M,28,N,1968,12,hammerhead,golpe,tronco
SOUTH AFRICA,M,30,Desconocido,1968,12,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,M,22,N,1968,11,others/unknown,mordiscos,tronco
PAPUA NEW GUINEA,Desconocido,unkwown,Desconocido,1968,11,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,16,N,1968,11,others/unknown,others/unknown,tronco
BAHAMAS,M,unkwown,N,1968,10,others/unknown,others/unknown,piernas
USA,M,unkwown,N,1968,10,bull,mordiscos,others/unknown
PHILIPPINES,Desconocido,unkwown,N,1968,10,others/unknown,others/unknown,others/unknown
USA,Desconocido,unkwown,Desconocido,1968,09,others/unknown,others/unknown,others/unknown
NEW ZEALAND,M,24,Y,1968,09,white,mordiscos,piernas
USA,Desconocido,10,N,1968,08,hammerhead,mordiscos,others/unknown
USA,M,15,N,1968,08,others/unknown,mordiscos,piernas
FRENCH POLYNESIA,M,12,N,1968,08,others/unknown,others/unknown,manos
MALAYSIA,Desconocido,41,N,1968,08,others/unknown,laceración,manos
COLUMBIA,M,18,N,1968,08,others/unknown,laceración,cabeza
USA,M,25,N,1968,07,white,others/unknown,tronco
USA,M,33,N,1968,07,others/unknown,others/unknown,piernas
USA,M,33,N,1968,07,others/unknown,mordiscos,piernas
BAHAMAS,M,unkwown,Y,1968,07,others/unknown,others/unknown,others/unknown
MEXICO,M,43,Desconocido,1968,07,others/unknown,others/unknown,others/unknown
BAHAMAS,M,17,N,1968,06,reef,mordiscos,tronco
USA,M,17,N,1968,06,others/unknown,laceración,piernas
ENGLAND,M,unkwown,N,1968,06,blue,laceración,brazos
TANZANIA,Desconocido,unkwown,Desconocido,1968,05,others/unknown,others/unknown,others/unknown
PAPUA NEW GUINEA,M,17,N,1968,05,others/unknown,laceración,piernas
USA,M,63,Desconocido,1968,04,others/unknown,others/unknown,pies
USA,M,10,N,1968,04,others/unknown,mordiscos,piernas
AUSTRALIA,M,21,N,1968,04,whaler,laceración,manos
PAPUA NEW GUINEA,M,7,Y,1968,04,others/unknown,laceración,tronco
AUSTRALIA,M,47,N,1968,04,whaler,laceración,pies
SOUTH AFRICA,M,35,N,1968,03,others/unknown,laceración,piernas
USA,M,20,N,1968,03,others/unknown,laceración,pies
USA,M,28,Desconocido,1968,03,others/unknown,others/unknown,others/unknown
USA,M,17,N,1968,02,others/unknown,laceración,pies
AUSTRALIA,F,14,N,1968,02,others/unknown,laceración,piernas
NEW ZEALAND,F,unkwown,N,1968,02,others/unknown,mordiscos,manos
AUSTRALIA,M,26,N,1968,02,whaler,mordiscos,others/unknown
AUSTRALIA,Desconocido,unkwown,N,1968,02,others/unknown,others/unknown,others/unknown
MOZAMBIQUE,Desconocido,24,N,1968,02,others/unknown,others/unknown,others/unknown
PAPUA NEW GUINEA,Desconocido,13,Y,1968,01,others/unknown,others/unknown,others/unknown
COSTA RICA,M,unkwown,Y,1968,00,others/unknown,others/unknown,others/unknown
USA,Desconocido,unkwown,Desconocido,1968,00,others/unknown,others/unknown,others/unknown
USA,Desconocido,unkwown,Desconocido,1968,00,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,M,22,N,1967,12,others/unknown,mordiscos,pies
PAPUA NEW GUINEA,M,32,Desconocido,1967,12,others/unknown,others/unknown,others/unknown
FIJI,M,27,N,1967,12,others/unknown,laceración,brazos
AUSTRALIA,M,59,Y,1967,12,others/unknown,others/unknown,tronco
USA,M,unkwown,N,1967,12,others/unknown,laceración,tronco
AUSTRALIA,M,15,N,1967,11,nurse,others/unknown,others/unknown
AUSTRALIA,M,18,N,1967,11,nurse,laceración,brazos
FIJI,M,21,N,1967,11,others/unknown,laceración,manos
PHILIPPINES,Desconocido,unkwown,Y,1967,11,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,F,unkwown,Desconocido,1967,11,others/unknown,others/unknown,others/unknown
MEXICO,Desconocido,unkwown,Y,1967,10,others/unknown,others/unknown,others/unknown
USA,M,19,N,1967,10,blacktip,mordiscos,pies
TONGA,M,17,N,1967,10,others/unknown,mordiscos,piernas
USA,M,unkwown,Desconocido,1967,09,others/unknown,others/unknown,others/unknown
ITALY,M,21,Desconocido,1967,09,others/unknown,others/unknown,piernas
PAPUA NEW GUINEA,Desconocido,unkwown,Desconocido,1967,09,others/unknown,others/unknown,others/unknown
USA,Desconocido,unkwown,N,1967,09,others/unknown,others/unknown,others/unknown
PAPUA NEW GUINEA,M,unkwown,Y,1967,09,others/unknown,others/unknown,others/unknown
PAPUA NEW GUINEA,M,23,Y,1967,09,others/unknown,others/unknown,others/unknown
USA,M,24,N,1967,08,blue,others/unknown,tronco
JAPAN,M,19,Y,1967,08,others/unknown,others/unknown,others/unknown
ITALY,M,unkwown,N,1967,08,others/unknown,others/unknown,brazos
AUSTRALIA,M,23,Y,1967,08,white,mordiscos,others/unknown
BERMUDA,F,19,N,1967,08,others/unknown,laceración,pies
COLUMBIA,M,unkwown,N,1967,08,others/unknown,mordiscos,manos
AUSTRALIA,M,19,Desconocido,1967,08,others/unknown,others/unknown,others/unknown
USA,M,15,N,1967,08,nurse,others/unknown,piernas
BAHAMAS,M,41,N,1967,08,sand,others/unknown,others/unknown
SENEGAL,M,unkwown,N,1967,08,others/unknown,mordiscos,pies
USA,M,20,N,1967,07,others/unknown,laceración,pies
TURKEY,M,36,Y,1967,07,others/unknown,others/unknown,others/unknown
USA,M,18,Desconocido,1967,07,others/unknown,others/unknown,others/unknown
USA,M,26,N,1967,06,nurse,mordiscos,pies
ITALY,M,unkwown,N,1967,06,white,others/unknown,others/unknown
AUSTRALIA,M,30,N,1967,05,whaler,laceración,piernas
AUSTRALIA,M,22,N,1967,05,nurse,others/unknown,others/unknown
UNITED KINGDOM,M,60,N,1967,04,others/unknown,others/unknown,others/unknown
NEW ZEALAND,M,21,N,1967,03,others/unknown,others/unknown,piernas
SOUTH AFRICA,M,32,N,1967,03,white,others/unknown,piernas
AUSTRALIA,M,36,N,1967,03,nurse,laceración,brazos
AUSTRALIA,Desconocido,unkwown,Desconocido,1967,03,others/unknown,others/unknown,others/unknown
NEW ZEALAND,M,21,Y,1967,03,white,others/unknown,others/unknown
PAPUA NEW GUINEA,M,14,N,1967,03,others/unknown,mordiscos,piernas
MEXICO,M,unkwown,Y,1967,02,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,Desconocido,unkwown,N,1967,01,white,others/unknown,others/unknown
SOUTH AFRICA,M,unkwown,N,1967,01,tiger,mordiscos,others/unknown
MOZAMBIQUE,M,31,N,1967,01,others/unknown,laceración,piernas
AUSTRALIA,M,15,N,1967,01,sand,mordiscos,pies
AUSTRALIA,M,30,N,1966,12,others/unknown,laceración,brazos
AUSTRALIA,M,29,N,1966,12,nurse,mordiscos,piernas
AUSTRALIA,M,19,N,1966,12,nurse,laceración,manos
SINGAPORE,M,51,N,1966,12,others/unknown,mordiscos,piernas
AUSTRALIA,M,29,N,1966,12,others/unknown,mordiscos,piernas
THAILAND,Desconocido,28,Desconocido,1966,11,others/unknown,others/unknown,others/unknown
PAPUA NEW GUINEA,F,1,Y,1966,11,others/unknown,others/unknown,others/unknown
PAPUA NEW GUINEA,F,13,Y,1966,10,others/unknown,others/unknown,others/unknown
PAPUA NEW GUINEA,F,8,Y,1966,10,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,32,N,1966,09,whaler,laceración,tronco
USA,M,20,N,1966,09,others/unknown,mordiscos,brazos
AUSTRALIA,M,unkwown,Desconocido,1966,09,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,Desconocido,1966,09,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,43,N,1966,09,mako,others/unknown,others/unknown
USA,M,14,N,1966,09,nurse,others/unknown,tronco
BAHAMAS,M,unkwown,Desconocido,1966,09,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,N,1966,08,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,M,unkwown,Desconocido,1966,08,others/unknown,mordiscos,others/unknown
BAHAMAS,F,18,N,1966,08,others/unknown,others/unknown,others/unknown
NEW BRITAIN,F,13,Y,1966,08,others/unknown,others/unknown,others/unknown
NEW BRITAIN,F,9,Y,1966,08,others/unknown,others/unknown,others/unknown
CROATIA,M,33,Y,1966,08,white,others/unknown,others/unknown
TAIWAN,M,unkwown,N,1966,08,others/unknown,others/unknown,piernas
ITALY,M,21,N,1966,08,others/unknown,laceración,brazos
USA,M,26,Desconocido,1966,08,others/unknown,others/unknown,others/unknown
USA,M,8,N,1966,08,blacktip,others/unknown,others/unknown
USA,M,16,N,1966,07,tiger,others/unknown,pies
USA,M,34,N,1966,07,others/unknown,mordiscos,brazos
USA,M,14,N,1966,07,others/unknown,laceración,pies
TAIWAN,M,20,Y,1966,07,others/unknown,others/unknown,piernas
PAPUA NEW GUINEA,F,25,Y,1966,07,others/unknown,others/unknown,others/unknown
USA,M,46,Desconocido,1966,07,others/unknown,mordiscos,others/unknown
CARIBBEAN SEA,Desconocido,unkwown,N,1966,07,others/unknown,mordiscos,others/unknown
USA,M,15,N,1966,06,sand,laceración,piernas
USA,M,18,N,1966,06,hammerhead,mordiscos,brazos
USA,M,18,N,1966,06,others/unknown,others/unknown,piernas
FRENCH POLYNESIA,M,unkwown,N,1966,06,others/unknown,laceración,brazos
AUSTRALIA,M,40,Y,1966,05,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,N,1966,05,others/unknown,mordiscos,pies
AUSTRALIA,M,38,Y,1966,05,white,mordiscos,others/unknown
USA,M,24,Desconocido,1966,05,others/unknown,others/unknown,others/unknown
PHILIPPINES,M,unkwown,Y,1966,05,others/unknown,others/unknown,pies
USA,M,25,N,1966,04,others/unknown,laceración,pies
AUSTRALIA,M,unkwown,N,1966,04,others/unknown,others/unknown,others/unknown
AUSTRALIA,Desconocido,unkwown,N,1966,03,white,golpe,others/unknown
SUDAN,M,unkwown,Y,1966,03,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,13,N,1966,02,white,mordiscos,piernas
SOUTH AFRICA,M,33,N,1966,01,others/unknown,laceración,piernas
INDONESIA,Desconocido,unkwown,Y,1966,01,others/unknown,others/unknown,others/unknown
USA,M,29,N,1966,01,white,mordiscos,piernas
AUSTRALIA,M,30,N,1966,01,wobbegong,mordiscos,others/unknown
COLUMBIA,Desconocido,unkwown,Y,1966,01,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,M,16,N,1966,01,zambesi,laceración,piernas
AUSTRALIA,M,43,N,1966,01,others/unknown,others/unknown,piernas
SOUTH AFRICA,M,15,N,1966,01,others/unknown,mordiscos,piernas
NEW ZEALAND,F,15,Y,1966,01,others/unknown,mordiscos,piernas
USA,M,35,N,1966,01,hammerhead,others/unknown,piernas
USA,F,15,Desconocido,1966,00,others/unknown,laceración,piernas
